series_id,n_events,n_regions,start_year,end_year,max_magnitude,mean_eta,event_ids
S471,8,2,2017.0,2020.0,8.2,0.0001918059141844296,"['us20009mbt', 'us20009p1a', 'us2000ahv0', 'us2000ar20', 'us2000bmhe', 'us1000c2zy', 'us2000d3km', 'us6000ah9t']"
S414,6,2,2002.0,2019.0,7.7,0.0001931383259101254,"['usp000b790', 'usp000ba6g', 'usp000bn1f', 'usp000fwsh', 'usp000j83e', 'us6000693m']"
S337,8,4,1987.0,2016.0,7.4,0.0001949827694827854,"['usp000396s', 'usp00039av', 'usp0003hm4', 'usp0003j4t', 'usp0003j6r', 'usp0003ja7', 'usp0009hra', 'us20007ept']"
S059,14,1,1912.0,2010.0,7.95,0.00019541826157366075,"['iscgem602790142', 'iscgem914097', 'iscgem878564', 'iscgem879935', 'iscgem875966', 'iscgem822151', 'usp0001nkk', 'usp00041dn', 'usp0005b1c', 'usp000g5rx', 'usp000g9h6', 'usp000gcjg', 'usp000gczp', 'usp000h9cg']"
S149,3,1,1935.0,1936.0,6.61,0.0001955023845075547,"['iscgem904173', 'iscgem903863', 'iscgem904000']"
S256,24,8,1964.0,2018.0,9.2,0.00019650735036083307,"['official19640328033616_30', 'iscgem870136', 'iscgem868224', 'iscgem867525', 'iscgem868154', 'iscgem866844', 'iscgem867135', 'iscgem865773', 'iscgem865418', 'iscgem859264', 'iscgem858143', 'iscgem853605', 'iscgem824251', 'iscgem796787', 'usp0000z2a', 'usp0001vmy', 'usp0001w81', 'usp0001wrg', 'usp0003a6c', 'usp0003dnb', 'usp0005c4e', 'usp00072k0', 'usb000khbc', 'ak018fcnsk91']"
S392,6,1,1997.0,2003.0,7.1,0.0001970053036132774,"['usp00084ez', 'usp000892b', 'usp0008e5f', 'usp0008uc5', 'usp000b6du', 'usp000c0bb']"
S397,4,2,1999.0,2000.0,7.4,0.00019717330660461288,"['usp00095u8', 'usp00097rj', 'usp000982a', 'usp0009n4c']"
S003,10,1,1901.0,2003.0,7.6,0.00019806136837885327,"['cent19010525003200000', 'iscgem16957885', 'iscgemsup16958062', 'iscgem908780', 'usp00021u7', 'usp0003jtm', 'usp0003rwm', 'usp00041c6', 'usp0004dhv', 'usp000bnvq']"
S287,3,1,1974.0,2001.0,7.0,0.0001981651233364765,"['usp000053h', 'usp00005jg', 'usp000adkn']"
S400,9,1,1999.0,2024.0,7.5,0.00019955514396399561,"['usp0009dg4', 'usp0009j4n', 'usp0009kej', 'usp000avpw', 'usp000hhuc', 'usp000hrw0', 'usp000ht15', 'usp000j1a8', 'us7000nzf3']"
S026,4,1,1906.0,1935.0,7.21,0.0002014614309397952,"['iscgem610548630', 'iscgemsup610548636', 'iscgem16957930', 'iscgem904464']"
S260,4,2,1964.0,1966.0,6.94,0.000201575321733766,"['iscgem862794', 'iscgem860551', 'iscgem854507', 'iscgem850390']"
S053,4,2,1911.0,1918.0,8.02,0.00020613405673805882,"['iscgem16958129', 'iscgem16958130', 'iscgem16958134', 'iscgem913358']"
S351,3,1,1990.0,1990.0,7.7,0.00020663938486413784,"['usp0004ag6', 'usp0004bxs', 'usp0004c36']"
S040,4,1,1907.0,1925.0,6.94,0.00020673176892981268,"['iscgemsup16957979', 'iscgem16958166', 'iscgem911244', 'iscgem910341']"
S274,3,1,1970.0,1970.0,6.62,0.00020691550977103114,"['iscgem797686', 'iscgem798577', 'iscgem796948']"
S033,9,1,1907.0,1911.0,7.8,0.00020695387882107685,"['iscgem16957951', 'iscgem16957987', 'iscgem16957988', 'iscgem16958000', 'iscgem16958045', 'iscgemsup16958050', 'iscgem16958056', 'iscgem16958109', 'iscgem16958175']"
S330,11,1,1987.0,2023.0,7.2,0.00020808593185485185,"['usp00031cn', 'usp00032q7', 'usp00036ct', 'usp0003gre', 'usp000eqf9', 'usp000fhm9', 'usp000fm6b', 'usp000gckc', 'usp000h054', 'usp000h2gj', 'us6000lq00']"
S056,6,2,1911.0,1918.0,7.83,0.00020962013778248628,"['iscgem16958154', 'iscgem16958156', 'iscgem16958211', 'iscgemsup16958213', 'iscgem16958214', 'iscgem913190']"
S023,7,2,1905.0,1906.0,8.33,0.00021110512105515798,"['iscgem914292', 'iscgem16957859', 'iscgemsup16957860', 'iscgem16957865', 'iscgemsup914296', 'iscgemsup16957870', 'iscgem610548635']"
S112,6,3,1925.0,1927.0,7.27,0.0002126881381225824,"['iscgem910733', 'iscgem910734', 'iscgem909963', 'iscgem909966', 'iscgem909968', 'iscgem909442']"
S034,3,1,1907.0,1907.0,7.52,0.00021366675339874288,"['iscgem16957953', 'iscgem16957967', 'iscgem610326336']"
S347,9,1,1990.0,2014.0,7.2,0.00021441064655711243,"['usp00045mr', 'usp00046mh', 'usp0004cm6', 'usp0004f5b', 'usp0004vbw', 'usp00052zw', 'usp0007jck', 'usp0008aqx', 'usc000mjye']"
S237,17,4,1958.0,1995.0,8.1,0.00021466527432998186,"['iscgem884809', 'iscgem17294122', 'iscgem873128', 'iscgem17294529', 'iscgem852129', 'iscgem842581', 'iscgem842636', 'iscgem838830', 'iscgem830900', 'iscgem796163', 'iscgemsup794500', 'iscgem794705', 'iscgem794176', 'iscgem792811', 'iscgem792329', 'usp000669u', 'usp00073vq']"
S183,4,1,1943.0,1967.0,7.73,0.00021478711909328306,"['iscgem899871', 'iscgem899872', 'iscgem899260', 'iscgem835857']"
S126,6,1,1929.0,1999.0,7.8,0.0002159632639811813,"['iscgem907930', 'iscgem908189', 'iscgem908191', 'usp0007jbb', 'usp0007jfz', 'usp00094ud']"
S443,10,5,2009.0,2010.0,7.6,0.0002169707757709615,"['usp000h04j', 'usp000h05x', 'usp000h093', 'usp000h0ew', 'usp000h237', 'usp000h24c', 'usp000h2c1', 'usp000h2g6', 'usp000ha59', 'usp000hgmd']"
S410,6,2,2001.0,2024.0,8.4,0.00022333870266735793,"['official20010623203314130_33', 'usp000ahfr', 'usp000b17z', 'usb000jzma', 'us2000cjfy', 'us6000n8tq']"
S320,5,2,1984.0,1988.0,7.1,0.00022660505862470457,"['usp000292p', 'usp000295c', 'usp00029ad', 'usp00029b2', 'usp0003jf5']"
S046,8,2,1909.0,1993.0,8.01,0.0002267899434039721,"['iscgem16958039', 'iscgem16958105', 'iscgem913362', 'iscgem913365', 'iscgem912573', 'iscgem898494', 'usp0001ytj', 'usp0005pj6']"
S188,8,1,1944.0,2005.0,7.9,0.0002277003331280469,"['iscgem899465', 'iscgem892187', 'iscgem890294', 'iscgem891003', 'iscgem889583', 'usp00027ga', 'usp000cwj8', 'usp000ddrk']"
S454,10,3,2012.0,2023.0,7.6,0.0002307630761621349,"['usp000jqvm', 'usp000jrsw', 'usp000jta1', 'usp000jucg', 'usc000f4ij', 'usc000hrnr', 'usc000pgsi', 'usb000slwn', 'us10007c4w', 'us7000kgpb']"
S469,7,2,2017.0,2024.0,7.6,0.0002317637550998166,"['us10007s9c', 'us20008ixa', 'us10008ls4', 'us6000lp12', 'us7000lff4', 'us6000m2jp', 'us6000nhqc']"
S477,8,2,2019.0,2023.0,7.6,0.00023182914392051035,"['us600044zz', 'us70004dz3', 'us70004jyv', 'us70005lfd', 'us70009b14', 'us7000j36j', 'us7000j553', 'us7000l9h2']"
S459,3,1,2013.0,2016.0,8.3,0.00023222152882569855,"['usb000h4jh', 'usb000k3c1', 'us20004vvx']"
S365,3,1,1992.0,1993.0,6.6,0.0002325034907643869,"['usp0005fqc', 'usp0005ftz', 'usp0005usp']"
S145,3,1,1934.0,2021.0,7.0,0.00023369233022643078,"['iscgem904763', 'iscgem874725', 'us7000f93v']"
S075,3,1,1916.0,1916.0,7.26,0.00023376226810130352,"['iscgem913768', 'iscgem913794', 'iscgem913796']"
S251,4,1,1963.0,1964.0,7.65,0.00023446308019434912,"['iscgem871982', 'iscgem872363', 'iscgem872610', 'iscgem866271']"
S062,10,3,1913.0,1995.0,7.7,0.00023688005042347558,"['iscgem914073', 'iscgem914074', 'iscgem914083', 'iscgem914091', 'usp00024qw', 'usp00025gm', 'usp0002en1', 'usp00071ty', 'usp00071w4', 'usp00072a1']"
S024,3,1,1905.0,1906.0,7.4,0.00023867851417200465,"['iscgemsup16957876', 'iscgem16957883', 'iscgem610326308']"
S335,3,1,1987.0,1987.0,7.2,0.00023995207605721747,"['usp00037c3', 'usp00037gc', 'usp00037ju']"
S413,4,2,2002.0,2012.0,7.6,0.00023997090573320333,"['usp000aw5z', 'usp000bbpf', 'usp000be54', 'usp000jjaq']"
S165,6,1,1939.0,1979.0,7.7,0.0002429199395722773,"['iscgem902250', 'iscgem901506', 'iscgem900408', 'iscgem899448', 'iscgem889867', 'usp00013qx']"
S391,6,2,1996.0,2009.0,7.4,0.0002440541877924451,"['usp0007sfm', 'usp00081pj', 'usp00082uf', 'usp00096mm', 'usp000eh87', 'usp000gx5u']"
S120,3,1,1928.0,1943.0,7.56,0.00024759976145831316,"['iscgem908538', 'iscgem906645', 'iscgem899752']"
S028,10,3,1906.0,1961.0,8.3,0.0002490135070349679,"['iscgem16957912', 'iscgem16957919', 'iscgemsup16957925', 'iscgem16957971', 'iscgem16958172', 'iscgem914049', 'iscgem914066', 'iscgem914077', 'iscgem913761', 'iscgem17291290']"
S066,9,3,1914.0,1957.0,8.15,0.00024940326096601034,"['iscgem913984', 'iscgem913987', 'iscgemsup16958262', 'iscgemsup914002', 'iscgem913926', 'iscgem913749', 'iscgem911855', 'iscgem908065', 'iscgem886739']"
S319,3,1,1984.0,1986.0,7.5,0.00025086731455075615,"['usp00028mq', 'usp000297p', 'usp0002v4y']"
S005,31,3,1901.0,2023.0,7.9,0.0002512999820320858,"['cent19010809130100000', 'iscgem16958051', 'iscgemsup16958077', 'iscgem16958081', 'iscgem16958087', 'iscgem16958089', 'iscgem16958094', 'iscgem16958113', 'iscgem16958114', 'iscgemsup16958122', 'iscgem16958123', 'iscgemsup16958153', 'iscgemsup16958174', 'iscgemsup16958182', 'iscgemsup16958204', 'iscgemsup16958248', 'iscgem913978', 'iscgem913989', 'iscgem913991', 'iscgemsup913878', 'iscgem911899', 'iscgem911267', 'iscgem899437', 'iscgem898891', 'usp0001adk', 'usp0001c85', 'usp000aake', 'usp000dfqj', 'usp000jx85', 'usc000lvb5', 'us7000knq0']"
S282,3,1,1972.0,1982.0,7.32,0.00025221659548979006,"['iscgem776553', 'iscgem765618', 'usp0001jr4']"
S388,3,1,1996.0,2000.0,7.4,0.00025224112197513735,"['usp0007evx', 'usp0008tje', 'usp0009xzy']"
S489,3,1,2023.0,2024.0,7.0,0.0002533841931836412,"['us6000k1id', 'us7000le6w', 'us6000mksx']"
S307,3,1,1981.0,1983.0,7.2,0.00025366054858511094,"['usp0001hgc', 'usp0001j3b', 'usp0001xcs']"
S195,9,2,1946.0,1991.0,8.6,0.00025420480493663054,"['official19460401122901_30', 'iscgem898434', 'iscgem898642', 'iscgem898643', 'iscgem897327', 'iscgem17293281', 'usp000056v', 'usp00035yn', 'usp0004s9h']"
S031,4,2,1907.0,1917.0,8.2,0.0002554162087701569,"['iscgem16957943', 'iscgem16957977', 'iscgem16958004', 'iscgem913684']"
S295,3,2,1976.0,1976.0,7.1,0.0002562743245204669,"['usp0000h1p', 'usp0000h24', 'usp0000k3d']"
S257,3,1,1964.0,1966.0,6.7,0.00025682566565654857,"['iscgem869903', 'iscgem867344', 'iscgem848634']"
S071,5,1,1915.0,1921.0,7.83,0.00025911862285150076,"['iscgem913898', 'iscgem913925', 'iscgem913927', 'iscgem913864', 'iscgem912238']"
S030,3,2,1906.0,1906.0,7.95,0.00026093156887198245,"['iscgem16957935', 'iscgem610548675', 'iscgem16957938']"
S487,4,2,2022.0,2022.0,7.3,0.00026128544506043587,"['us7000ingh', 'us7000ip0l', 'us7000ip8h', 'us6000j6w8']"
S177,3,1,1942.0,1960.0,8.1,0.000261905919675347,"['iscgem900444', 'iscgem899491', 'iscgem878016']"
S091,4,2,1920.0,1922.0,7.29,0.00026420893672991693,"['iscgem16958437', 'iscgem912683', 'iscgem912690', 'iscgemsup911840']"
S291,3,3,1975.0,1975.0,7.6,0.00026431091925165247,"['usp00009ry', 'usp00009ss', 'usp00009zr']"
S249,5,1,1962.0,2013.0,7.3,0.00026648044641960314,"['iscgem874743', 'iscgem17293345', 'usp000200r', 'usp0003gj3', 'usb000jelf']"
S316,7,1,1983.0,2012.0,7.2,0.0002681402614899237,"['usp00020ph', 'usp0002mbn', 'usp0006bt7', 'usp0009rrc', 'usp0009suu', 'usp000j7ee', 'usp000jm15']"
S036,6,3,1907.0,1909.0,7.5,0.0002684354829333158,"['iscgemsup16957964', 'iscgemsup16957965', 'iscgem16957968', 'iscgem16957992', 'iscgemsup16958024', 'iscgem16958041']"
S317,6,2,1984.0,1986.0,7.4,0.0002688937048663118,"['usp00022es', 'usp00022fa', 'usp00023uq', 'usp0002d0r', 'usp0002ded', 'usp0002qpu']"
S159,3,1,1937.0,1951.0,7.4,0.00026894910032333464,"['iscgem903401', 'iscgem896193', 'iscgem895084']"
S486,4,2,2022.0,2023.0,7.6,0.00026949057946401957,"['us6000iitd', 'us7000i7ya', 'us7000jgfd', 'us6000ldqd']"
S373,6,2,1993.0,2003.0,7.8,0.0002695106129730599,"['usp0005y3k', 'usp0005y7g', 'usp000aqsu', 'usp000b37m', 'usp000b9w7', 'usp000c5h6']"
S032,3,1,1907.0,2001.0,7.2,0.00027048079623739804,"['iscgemsup16957949', 'iscgem600208137', 'usp000ae2r']"
S157,4,2,1937.0,1985.0,6.7,0.0002707295332656071,"['iscgem903140', 'iscgem903145', 'iscgem788836', 'usp0002g32']"
S434,5,2,2006.0,2011.0,8.0,0.00027213079856781754,"['usp000evkn', 'usp000fjta', 'usp000fkb6', 'usp000fmtk', 'usp000ja1p']"
S125,4,1,1928.0,1931.0,7.7,0.00027778184722755775,"['iscgem908986', 'iscgem908989', 'iscgem908107', 'iscgem906680']"
S468,3,1,2016.0,2017.0,7.4,0.000278740801785528,"['us20005ysu', 'us10006exl', 'us10008rb6']"
S160,11,6,1938.0,1943.0,8.5,0.00027944983807070216,"['official19380201190422_30', 'iscgem902374', 'iscgem902493', 'iscgem902499', 'iscgem902524', 'iscgem902525', 'iscgem902539', 'iscgem902710', 'iscgem902719', 'iscgem900076', 'iscgem900119']"
S366,3,1,1992.0,1993.0,7.8,0.0002809464059812398,"['usp0005j5a', 'usp0005jjt', 'usp00061gr']"
S090,4,1,1919.0,1921.0,7.02,0.0002816669691581243,"['iscgemsup913006', 'iscgem912500', 'iscgem912580', 'iscgem912341']"
S233,3,1,1957.0,1996.0,7.4,0.00028458192844040757,"['iscgem887265', 'usp0007n5m', 'usp0007rp1']"
S433,9,2,2006.0,2013.0,8.3,0.00028458829780260734,"['usp000eu5f', 'usp000exfn', 'usp000exg0', 'usp000f2ab', 'usp000f3za', 'usp000g0jk', 'usp000gsmz', 'usp000gvv4', 'usb000gbf8']"
S211,3,2,1950.0,1966.0,7.5,0.0002848779773353169,"['iscgem895887', 'iscgem895966', 'iscgem840559']"
S308,3,1,1982.0,2012.0,7.4,0.0002878095877989584,"['usp0001kjv', 'usp000207b', 'usp000jv5f']"
S289,3,2,1974.0,1974.0,7.6,0.00028825844775869574,"['usp0000888', 'usp00008aq', 'usp00008qy']"
S425,8,2,2004.0,2017.0,8.1,0.00028922525773406244,"['usp000d8ze', 'usp000db93', 'usp000dbg6', 'usp000dbj1', 'usp000fpgq', 'usp000fqks', 'usp000fs9s', 'us100098qm']"
S386,3,1,1995.0,1998.0,8.0,0.0002920025148929508,"['usp000714t', 'usp0007gbg', 'usp0008f7c']"
S431,3,1,2006.0,2013.0,7.7,0.00029323256429931717,"['usp000ensm', 'usp000hz7h', 'usc000hpsd']"
S384,6,1,1995.0,2009.0,7.7,0.0002966549466594315,"['usp0006xg1', 'usp0006zwa', 'usp00070h5', 'usp0008dqq', 'usp000dn2k', 'usp000gsm5']"
S156,3,1,1936.0,1952.0,7.02,0.000296894491768361,"['iscgem903916', 'iscgem894891', 'iscgem893065']"
S480,5,2,2021.0,2023.0,7.7,0.00029719549325265074,"['us6000dg77', 'us7000dfq2', 'us7000gyj0', 'us7000hcqw', 'us6000kd0n']"
S067,3,1,1914.0,1919.0,7.55,0.0002974887668792241,"['iscgem913990', 'iscgem913786', 'iscgem912979']"
S297,3,1,1977.0,1997.0,6.6,0.0002990634977150456,"['usp0000m2u', 'usp0004a7d', 'usp00086u4']"
S203,5,3,1948.0,1950.0,7.8,0.0003021331951022198,"['iscgem897163', 'iscgem897169', 'iscgem897220', 'iscgem897241', 'iscgem895280']"
S169,3,2,1940.0,1940.0,7.7,0.00030373653873620325,"['iscgem901160', 'iscgem901171', 'iscgem901750']"
S141,3,1,1933.0,2015.0,6.92,0.0003065029869439388,"['iscgem905732', 'iscgem904056', 'us200030aq']"
S022,5,1,1905.0,1909.0,6.72,0.00030682575108229346,"['iscgemsup16957854', 'iscgem610548609', 'iscgem610548631', 'iscgemsup610548634', 'iscgemsup16958040']"
S430,4,1,2006.0,2009.0,8.0,0.0003075344940254116,"['usp000eg5g', 'usp000gkje', 'usp000gv5p', 'usp000h4cs']"
S476,8,2,2019.0,2022.0,8.0,0.00030992822956568775,"['us2000jlfv', 'us1000j96d', 'us60003sc0', 'us70003t2n', 'us7000fxq2', 'us7000ghm5', 'us7000hcmn', 'us7000hfrj']"
S128,4,1,1929.0,2008.0,7.48,0.0003112271457166543,"['iscgem908101', 'iscgem908314', 'iscgem889027', 'usp000fw0w']"
S182,3,1,1943.0,1954.0,7.76,0.0003150995591548018,"['iscgem899838', 'iscgem899851', 'iscgem890805']"
S082,7,3,1917.0,1938.0,7.58,0.00031552369607104673,"['iscgem913582', 'iscgem913586', 'iscgem913594', 'iscgem913192', 'iscgem913206', 'iscgem912492', 'iscgem902649']"
S492,3,1,2024.0,2024.0,6.9,0.0003178720878713245,"['us6000n158', 'us7000n9dt', 'us7000nhjw']"
S101,6,1,1923.0,1960.0,7.37,0.0003184818132035917,"['iscgem911446', 'iscgem911500', 'iscgem911714', 'iscgem911724', 'iscgem910565', 'iscgem879081']"
S395,3,2,1998.0,2023.0,8.1,0.00032308568602043385,"['usp0008hzd', 'usp0008j7s', 'us7000l7qy']"
S401,5,1,1999.0,2004.0,7.7,0.000323722892272704,"['usp0009eq0', 'usp000ausw', 'usp000b1e2', 'usp000cexg', 'usp000d6dm']"
S298,3,1,1977.0,1990.0,7.5,0.00032441391413384036,"['usp0000mtc', 'usp0002xpm', 'usp00049yk']"
S205,20,3,1949.0,2009.0,7.5,0.0003246580610922206,"['iscgem896355', 'iscgem896379', 'iscgem896645', 'iscgem871564', 'iscgem858598', 'iscgem846184', 'usp00007cw', 'usp00007j0', 'usp00020xw', 'usp00020z7', 'usp0002h5z', 'usp0002j21', 'usp0004mdh', 'usp0004u5k', 'usp0005y6k', 'usp000828b', 'usp0009h97', 'usp000e61s', 'usp000gjd4', 'usp000gs2v']"
S115,4,2,1926.0,1971.0,7.7,0.00032755437164977945,"['iscgem910191', 'iscgem823104', 'iscgem819942', 'iscgem788036']"
S254,3,1,1963.0,1967.0,7.6,0.00032893958211239533,"['iscgem17294673', 'iscgem865877', 'iscgem832178']"
S276,4,2,1970.0,2013.0,7.31,0.0003357576991406055,"['iscgem793336', 'iscgem791596', 'iscgem788703', 'usb000h543']"
S404,4,2,2000.0,2004.0,7.2,0.00034743512391288033,"['usp0009kx3', 'usp0009kz2', 'usp0009nxg', 'usp000cjn2']"
S463,4,1,2015.0,2024.0,7.8,0.00035091706190431833,"['us20002ki3', 'us10002l37', 'us70008z89', 'us6000mu8k']"
S155,4,1,1936.0,1960.0,7.52,0.00035707119873991855,"['iscgem903742', 'iscgem903756', 'iscgem900380', 'iscgem880905']"
S368,6,1,1993.0,1996.0,7.7,0.00035882720586896997,"['usp0005ktj', 'usp0005kz3', 'usp0005mrp', 'usp0005w12', 'usp0005y2x', 'usp0007uuh']"
S140,3,1,1933.0,1936.0,6.85,0.0003692153187563659,"['iscgem905539', 'iscgem904995', 'iscgem903895']"
S123,4,2,1928.0,2015.0,7.34,0.00037395470919946756,"['iscgem908698', 'iscgem908723', 'usb000tpvj', 'us20002et4']"
S340,8,2,1988.0,2012.0,7.6,0.00037807851838003996,"['usp0003j4p', 'usp0003nn3', 'usp000464d', 'usp000467e', 'usp00046wv', 'usp000j6r4', 'usp000j7jb', 'usp000jeag']"
S376,4,2,1994.0,1994.0,7.0,0.00037978001904005884,"['usp00066x3', 'usp0006744', 'usp0006b1z', 'usp0006d2j']"
S439,3,2,2007.0,2009.0,7.8,0.0003911774412680027,"['usp000fu3q', 'usp000fuvt', 'usp000gu5x']"
S232,3,2,1957.0,1957.0,7.6,0.00041087563773352,"['iscgem886928', 'iscgem886936', 'iscgem887037']"
S348,3,1,1990.0,1990.0,7.3,0.00041540569887766585,"['usp0004720', 'usp00047e5', 'usp0004904']"
S007,4,1,1901.0,1916.0,7.1,0.0004229692433921245,"['ushis397', 'ushis399', 'ushis400', 'iscgem913766']"
S199,3,2,1947.0,1947.0,7.6,0.0004258223913471359,"['iscgem897799', 'iscgem897871', 'iscgem897883']"
S474,7,2,2018.0,2022.0,8.1,0.0004279834016302817,"['us2000isc8', 'us600032fg', 'us6000f53e', 'us6000f65h', 'us6000f6wt', 'us6000f9gd', 'us6000ip57']"
S153,4,1,1935.0,2019.0,7.31,0.00043059397157311883,"['iscgem904696', 'iscgem881886', 'usc000rr6a', 'us2000jbub']"
S027,19,1,1906.0,2015.0,8.0,0.00043883585968371375,"['iscgem16957907', 'iscgem16957916', 'iscgem16957920', 'iscgem16957921', 'iscgemsup16957946', 'iscgemsup16957957', 'iscgem611389649', 'iscgem16958028', 'iscgem914095', 'iscgem914096', 'iscgem912337', 'iscgem911641', 'iscgem902481', 'usp0002s7q', 'usp000329h', 'usp00053k1', 'usp00057d0', 'usp0007zzs', 'us200030kn']"
S353,3,1,1991.0,2006.0,7.6,0.00044042974559475845,"['usp0004ntk', 'usp000ef1h', 'usp000ehph']"
S142,5,1,1933.0,2021.0,7.46,0.000441047755937979,"['iscgem905786', 'iscgem843497', 'usp000gw7m', 'us700058yy', 'us6000f8yd']"
S095,3,1,1921.0,1972.0,6.91,0.0004441565198111999,"['iscgem912313', 'iscgem871762', 'iscgem766534']"
S181,3,1,1943.0,1952.0,8.1,0.000447115618646086,"['iscgem899789', 'iscgem899270', 'iscgem893012']"
S035,5,2,1907.0,1914.0,7.65,0.0004483702703471787,"['iscgem914265', 'iscgemsup16957966', 'iscgemsup16957969', 'iscgemsup16958145', 'iscgem913963']"
S002,3,2,1900.0,1901.0,7.3,0.0004497171721870057,"['cent19001124075700000', 'cent19001225050900000', 'cent19010405233000000']"
S426,3,1,2005.0,2009.0,7.8,0.00045385566334407625,"['usp000dsw1', 'usp000e4cy', 'usp000h401']"
S402,3,1,1999.0,2001.0,7.0,0.0004560591059640684,"['ak999fmohlzt', 'ak0008v7ic1n', 'ak001gswxc7']"
S304,6,1,1980.0,1985.0,7.0,0.00045998590451752945,"['usp00015we', 'usp0001ej2', 'usp0001eq4', 'usp0001fxr', 'usp0001h4g', 'usp0002gcy']"
S043,3,1,1909.0,1916.0,7.6,0.0004610078838612928,"['iscgemsup16958014', 'iscgemsup16958102', 'iscgemsup16958301']"
S098,4,1,1922.0,1934.0,7.41,0.0004646003433066671,"['iscgem911811', 'ushis675', 'iscgem911261', 'iscgem905020']"
S451,3,2,2011.0,2011.0,7.6,0.0004795376440954837,"['usp000j48h', 'usp000j5nv', 'usp000j9nm']"
S390,3,2,1996.0,1996.0,6.7,0.0004851513101943187,"['usp0007rku', 'usp0007rp0', 'usp0007tw5']"
S452,4,1,2011.0,2013.0,7.1,0.0004889863947028611,"['usp000j9as', 'usp000jc5z', 'usp000jgm3', 'usb000fij4']"
S364,4,1,1992.0,1998.0,7.7,0.0004957288720148129,"['usp0005ddn', 'usp0006z26', 'usp0007e9k', 'usp0008trh']"
S017,3,1,1905.0,1905.0,7.33,0.000499871067102039,"['iscgemsup610548595', 'iscgem16957838', 'iscgem610548599']"
S250,3,1,1963.0,1964.0,7.5,0.0005039189398551891,"['iscgem871885', 'iscgem17293390', 'iscgem866448']"
S025,15,3,1906.0,1983.0,8.8,0.0005056266481942591,"['official19060131153610_30', 'iscgem610548625', 'iscgemsup16957888', 'iscgemsup16957922', 'iscgem16957960', 'iscgem914019', 'iscgem913821', 'iscgem900274', 'iscgem900388', 'iscgem899592', 'iscgem883713', 'iscgem884193', 'usp0000ftt', 'usp00014ey', 'usp0001zzs']"
S113,5,1,1926.0,1926.0,7.48,0.0005099557158546192,"['iscgem909720', 'iscgem909794', 'iscgem909810', 'iscgem909959', 'iscgem910107']"
S186,3,1,1943.0,1951.0,7.6,0.0005457578417572096,"['iscgem900102', 'iscgem899277', 'iscgem894620']"
S245,4,1,1961.0,1976.0,7.33,0.0005528830436444229,"['iscgem875905', 'iscgem17290555', 'iscgem877044', 'usp0000hpm']"
S164,3,1,1939.0,1940.0,7.24,0.0005969895963422481,"['iscgem902140', 'iscgem901184', 'iscgem901282']"
S209,5,2,1950.0,1952.0,8.6,0.0006241673978294889,"['official19500815140934_30', 'iscgem894960', 'iscgem893046', 'iscgem893286', 'iscgem893478']"
S213,3,1,1950.0,1971.0,8.2,0.000651945512104641,"['iscgem896170', 'iscgem875121', 'iscgem787582']"
S131,3,2,1930.0,1930.0,7.52,0.0006560866844568924,"['iscgem907352', 'iscgem907354', 'iscgem907777']"
S223,3,1,1954.0,1995.0,7.1,0.0006728966055987252,"['iscgem891295', 'usp0006hsx', 'nc30068187']"
S230,3,1,1956.0,1957.0,7.7,0.000725561167948523,"['iscgem888445', 'iscgem886445', 'iscgem886602']"
S358,4,1,1991.0,2023.0,7.3,0.0007262274044225465,"['usp0004taw', 'usp0006h5m', 'usp000hsdc', 'us7000j5x2']"
S470,3,1,2017.0,2017.0,7.7,0.0007267175401722566,"['us20009jd6', 'us20009x42', 'us2000b2vq']"
S064,4,1,1913.0,1919.0,7.73,0.000751902380282583,"['iscgem914086', 'iscgem914088', 'iscgemsup600678249', 'iscgemsup912944']"
S008,3,1,1902.0,1903.0,7.8,0.0007841212849225504,"['official19020419022400000', 'official19020923201800000', 'official19030114014800000']"
S130,3,1,1929.0,1940.0,7.86,0.0007916736823913589,"['iscgem908419', 'iscgem907335', 'iscgem901254']"
S185,3,1,1943.0,1980.0,7.52,0.0008336116932952722,"['iscgem899985', 'usp0000ptq', 'usp00015bk']"
S315,4,1,1983.0,2008.0,7.2,0.0009868685718897733,"['usp0001z5e', 'usp000fykt', 'usp000fzsd', 'usp000gazv']"
S011,5,1,1903.0,1942.0,8.0,0.0009913172694148923,"['cent19030104050700000', 'iscgemsup16957839', 'iscgemsup16957844', 'iscgemsup16957849', 'iscgem900522']"
S105,3,2,1924.0,1924.0,7.32,0.0010197854741309526,"['iscgem911007', 'iscgem911014', 'iscgemsup911023']"
S378,3,1,1994.0,1994.0,7.8,0.00105888157210762,"['usp0006djk', 'usp0006k55', 'usp0006npt']"
S016,4,2,1905.0,1905.0,7.42,0.0010685396847327114,"['iscgemsup16957833', 'iscgem16957841', 'iscgem16957840', 'iscgem16957851']"
S198,3,1,1947.0,1947.0,7.67,0.0010972267563736213,"['iscgem897790', 'iscgem897857', 'iscgem898007']"
S299,4,2,1977.0,1986.0,8.3,0.001100134832682291,"['iscgem694739', 'usp0000qbn', 'usp0000u0r', 'usp00030zf']"
S019,3,1,1905.0,1906.0,7.9,0.0011154523726489857,"['iscgem16957848', 'iscgemsup16957873', 'iscgemsup610548628']"
S224,3,1,1955.0,1961.0,7.52,0.0011237650869018172,"['iscgem889257', 'iscgem887807', 'iscgem876217']"
